text,HATE,NOT,OFFN,PRFN,Race,Religion,Gender,Other,None,subtask1
walk my dog where i want you shitskin cunt,0,0,1,1,1,0,0,0,0,OFFN
young ugly turds you have to kind of feel sorry for them it like looking at a retarded two headed animal i mean it not it fault that it hideous but you know you have to put it down anyway or parade it around as a sideshow,0,0,1,1,0,0,0,0,1,OFFN
brexit kick out sandnigger child rapists,1,0,0,1,1,0,0,0,0,HATE
their blood most definitely is on trudeau little beta male hands if motion m becomes a bill it will protect these fucking muslim terrorists when they attack us we will be expected to shut up and put up with it or we will be the ones going to jail,1,0,0,1,0,1,0,0,0,HATE
as a hillbilly this is not offensive at all scientology has more aspects to its development,0,1,0,0,0,0,0,0,1,NOT
i watched and what do you know they had a case about being raped and assaulted at the standard hotel by a weinstein type anybody else see that maga we woke,0,1,0,1,0,0,0,0,1,NOT
caelynn just became a hero to so many women and colton needs to become a role model to men the bachelor,0,1,0,0,0,0,0,0,1,NOT
noted you did not deny being a nigger lover now run along i have not got time to waste replying to sluts like you ok have a nice night,1,0,0,1,1,0,0,0,0,HATE
he joking around by not mentioning that she muzzie but focusing on the olympic achievement that omission is the joke it a bit subtle and not every tweets a winner baby,0,1,0,0,0,0,0,0,1,NOT
at the expense of repeating myseld whaddya expect from a free speech sm platform run by a kike and a street shitter free speech,0,0,1,1,0,1,0,0,0,OFFN
and apparently houston is also flooded with asians like every other major western city,0,1,0,1,1,0,0,0,0,NOT
new gab category within a month of markle and her extended ghetto family moving in,0,0,1,0,1,0,0,0,0,OFFN
americans are dreamers too i give trump a out of pandered a bit too much to nonwhites but really stuck it to immigrants,0,1,0,1,0,0,0,0,1,NOT
thinking about how i can be more unapologetically queer,0,1,0,1,0,0,0,0,1,NOT
naturalization in early america was limited primarily to those who had been formed by western civilization especially since we had a problem with the muzzies in tripoli our way of life was informed by the universal principles of the declaration,0,0,1,1,0,1,0,0,0,OFFN
christians are commanded to come out and be separate muzzies and christians can not co exist as muzzies just want to kill everybody all the time so somebody has got to go,1,0,0,1,0,1,0,0,0,HATE
danai gurira the world does not revolve around the yous ados folks how dare she these black immigrants hate us,0,0,1,1,1,0,0,1,0,OFFN
you keep crying and crying like a dumb nazi loving chud it a really bad look,0,1,0,1,0,0,0,0,0,NOT
we get it women rule everything this country belongs to illegal aliens white men are evil and belong in prison and orange man bad will never wat h again,0,1,0,1,0,0,0,0,1,NOT
a demographer notes with mild alarm that in minority birth rates fell faster than white birth rates who will supply gays with fatherless niglet boys if these trends continue,1,0,0,1,1,0,1,0,0,HATE
that hoe only got time for his friends,0,0,1,1,0,0,1,0,0,OFFN
death2fags we r pleased to have met righteous fag bashers beating such park queers even against massive statist agentsofsodom,1,0,0,1,0,0,1,0,0,HATE
but whites are not as perverse as fucking moslem inbreed shite,1,0,0,1,0,1,0,0,0,HATE
he really thought eye was going to move out his way tuh i swear boi dwights always tryna steal from blacks,0,1,0,1,0,0,0,0,1,NOT
fuck niggers and jews,1,0,0,1,1,1,0,0,0,HATE
they deleted it right after lol then blocked and unblocked me why you defending trailer trash so hard,0,1,0,0,0,0,0,0,1,NOT
i guess i will be like everyone else that gets suspended from twitter and make a new account used my phone number on suspended accounts already so blow me jack you cunt nigger faggot,1,0,0,1,1,0,1,0,0,HATE
so we absorb korean refugees after we annihilate nk seems to be the norm lately trump news cuckville,0,0,1,1,1,0,0,0,0,OFFN
if ya nigga ever say that bitch ain t yo friend you better believe him,0,1,0,1,0,0,0,0,1,NOT
proof that you are retarded because you play xbox that not even accurate lmao,0,0,1,1,0,0,0,1,0,OFFN
bitch what natural flavour is neon blue,0,1,0,1,0,0,0,0,1,NOT
it so fucken funny you hating ass muzzie,1,0,0,1,0,1,0,0,0,HATE
fl wilson shamed the nigger soldier who was killed in niger,1,0,0,1,1,0,0,0,0,HATE
turned on the laff channel and it the roseanne goes to a gay bar episode briefly i had magic mike xxl on before that house hunters is two dykes in iowa what a gay night to be up with the tv on,0,1,0,1,0,0,0,0,0,NOT
vincent d onofrio is a fucking actor lol what he got going on that is relatable to us in any way he white has money probably never had a fight in his life never had to hustle piff or crills just to eat or avoiding getting shot,0,1,0,1,0,0,0,0,1,NOT
can you all dusty niggers engage i am bout to start following the yts bc at least they give me some,0,1,0,1,0,0,0,0,1,NOT
we dressed with big dyke energy today and want to show off but we are too scared to do a face reveal,0,1,0,1,0,0,1,0,0,NOT
it absolutely is this non whites will save us from white genocide rhetoric is garbage into the trash discarded voting will not accomplish anything the system is designed to prevent that as i said general strikes self defense squads mass marches etc we need less than of whites,0,0,1,1,0,0,0,0,0,OFFN
bitches b annoying,0,0,1,1,0,0,0,0,1,OFFN
you ever just not want to be alive anymore not kill yourself necessarily but just stop the life you have,0,1,0,1,0,0,0,0,1,NOT
every year my skin gets darker and darker till i look just like a nigga,0,1,0,1,0,0,0,0,1,NOT
no such thing as undocumented they are illegal aliens just like you are you committed immigration fraud tax fraud campaign finance fraud married your brother and broke up two families by having an affair with a white christian tic toc,0,1,0,1,0,0,0,0,1,NOT
i hope the niglets keep going down on their knees its the only realistic depiction of blacks on fake news tv any chance of getting t shirts made that say boycott nfl tebow rule can not pray owners are pleased with their blacks down on their knees,0,0,1,1,1,0,0,0,0,OFFN
yeah i know but this is one part of the whole picture and for faggots that keep harping on about elections as if it our whole point of the movement,0,0,1,1,0,0,1,0,0,OFFN
the duffers are too homophobic,0,0,1,1,0,0,1,0,0,OFFN
that laung gawacha song is so bad whoever plays it has a prolapse rectum,0,1,0,1,0,0,0,0,1,NOT
that piece of ghetto scum needs the firm application of an asp baton squarely across the bridge of her nose perhaps that would shut her up for a while,1,0,0,1,0,0,0,0,1,HATE
yes seen this before it shows how devious and really dishonest these fucking moslem shite are,1,0,0,1,0,1,0,0,0,HATE
you are in the grip of meme malware that is what i fight also muzzie invader scum,1,0,0,1,0,1,0,0,0,HATE
parts of india are awful but immigrants do not become western because they will in the west ppl forget that,0,1,0,0,0,0,0,1,0,NOT
too much crazy in your towel head,1,0,0,0,1,1,0,0,0,HATE
i hate you,0,1,0,0,0,0,0,0,1,NOT
can not trust a bitch that follower her friend like a pet,0,0,1,1,0,0,1,0,0,OFFN
hitler made numerous peace offers but uk churchill ignored them did you know that kike puppet,1,0,0,1,0,1,0,0,0,HATE
just listening to the latest radical agenda and was interested to listen to that one caller who said that we have an online ethnostate it seems more like an online ghetto to me but as they say you say tomato i pronounce it properly,0,1,0,1,0,0,0,0,1,NOT
you can take affirmative action low iq hoodrats like maliaobama out of the ghetto but you can never take the ghetto out of the hoodrats,1,0,0,1,1,0,0,0,0,HATE
modi is brutal a hitler copycat cold blooded murderer killed christians muslims and sikhs in thousands believes in forceful proselytism kashmiris are being raped and killed in thousands,0,1,0,1,0,0,0,0,1,NOT
shut the fuck up you anti white piece of shit no one wants to hear what you have to say,0,0,1,1,0,0,0,0,0,OFFN
if it were justified in your home a cop breaks in and tries to rape someone and the pig is killed the victim would get the max for premeditated murder guarantee it,0,1,0,1,0,0,0,0,0,NOT
hollywood is the only place that can tell us how to stop sexually harassment whilst doing it themselves maybe it is because they are a bunch of kike zionists,1,0,0,1,0,1,0,0,0,HATE
happy birthday muzzy thanks for being you,0,1,0,0,0,0,0,0,1,NOT
i envision everything this retarded puerto rican saying to me being typed out on a shitty android phone in between kik sessions with random thots with kids,0,0,1,1,1,0,0,0,0,OFFN
i really need a tan because i am tired of ppl calling me white,0,0,1,0,1,0,0,0,0,OFFN
my being a highly educated exemplar equipped with an exemplary mastery of english i call this fucking piece of shit a fucking feminist bitch cunt what do you call it,0,0,1,1,0,0,1,0,0,OFFN
it was the gayest and hottest thing i ve ever seen istg,0,0,1,1,0,0,1,0,0,OFFN
when the feelz so surreal you got to break out that tounge i love beaner pussy nomnomonom,0,0,1,1,1,0,0,0,0,OFFN
i think a lot of racism comes from confusion about labels and terms when i studied photography my tutor made it clear to me to refer to his skin colour as black in a room full of white students,0,1,0,1,0,0,0,0,1,NOT
big drunk lean no guns shootin this nigger,1,0,0,1,1,0,0,0,0,HATE
months he got he was on a suspended sentence they have sentenced him to death our prisons are full off moslim extremist,1,0,0,0,0,1,0,0,0,HATE
and the creep is dead one less mudslime is a good thing,1,0,0,0,0,1,0,0,0,HATE
is not malte muslim too sickening tweets,0,0,1,0,0,1,0,0,0,OFFN
in time my friend in time they do already support the acid in my moslem wife face libtards hollywood sucks,0,0,1,1,0,1,0,0,0,OFFN
no michael actually nigger monkeys are the problem now go back to africa and catch aids you cunt,1,0,0,1,1,0,0,0,0,HATE
yo ted mosby was pulling hoes,0,1,0,1,0,0,0,0,0,NOT
and other than inciting people to futile violence what are you interested in,0,1,0,0,0,0,0,0,1,NOT
abraham himself was evil why are they not his seed just because the jews reject something does not make it not theirs look at you you are a white man rejecting traditional european faith does that suddenly make odin not a white god,0,1,0,1,0,0,0,0,0,NOT
you women move too fast,0,1,0,0,0,0,0,0,1,NOT
lmfao,0,1,0,1,0,0,0,0,1,NOT
every last one with a drop of jew blood how do you actually foment a reasonable theory of who and are not gentlemen when the nazis inducted jews into jugend and put them on the cover of their family oriented magazines,1,0,0,1,0,1,0,0,0,HATE
even my tsa co workers here like you want that wall and hate immigrants that much,0,0,1,0,0,0,0,1,0,OFFN
jews stole my foreskin at,0,0,1,1,0,1,0,0,0,OFFN
the left is not attacking me because i am a white male or a racist if that were true they would not call black conservatives coons or attack conservative females they just use my gender and skin color to condemn my political views,1,0,0,1,1,0,0,0,0,HATE
a radical islamic terrorist murdered people using a truck jim jones murdered people using kool aid muslimes murdered by crashing planes into twin towers and pentagon a message to the democrats shat heads leave our guns the hell alone,1,0,0,1,0,1,0,0,0,HATE
this country was built on immigration but those immigrants had to go through the process no one should be exempt from said process my uncle worked his ass off to become a legal citizen and just letting anyone in shits all over his hard work and everyone else end rant,0,0,1,1,0,0,0,1,0,OFFN
i think i like gab for two reasons great memes and reading my husband argument threads i met and married this atheist but according to several nazi types i have married a jewish man does placing loads of exclamation points and random caps locking constitute better arguments,0,1,0,1,0,0,0,0,1,NOT
